P357188	CDLI Literary 000351, ex. 119	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	Sippar-Yahrurum (mod. Tell Abu Habbah)	tablet	history	2 (1983) 018 Y3 + E5	
P370905	CDLI Literary 000351, ex. 120	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 019 d	
P276569	CDLI Literary 000351, ex. 121	Penn Museum, Philadelphia, Pennsylvania, USA	Neo-Babylonian (ca. 626-539 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 019 D5	
P459576	CDLI Literary 000351, ex. 122	Arkeoloji M=C3=BCzeleri, Istanbul, Turkey	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 019 X4	
P356985	CDLI Literary 000351, ex. 123	Arkeoloji M=C3=BCzeleri, Istanbul, Turkey	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 019 Y4ISET 3, 081, Ni 09963	
P356983	CDLI Literary 000351, ex. 124	Arkeoloji M=C3=BCzeleri, Istanbul, Turkey	Old Babylonian (ca. 1900-1600 BC)	Nippur (mod. Nuffar)	tablet	history	2 (1983) 019 Z4ISET 3, 080, Ni 09840	
P357132	CDLI Literary 000351, ex. 125	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 020 i	
P357174	CDLI Literary 000351, ex. 126	British Museum, London, UK	Neo-Babylonian (ca. 626-539 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 020 j	
P452719	CDLI Literary 000351, ex. 127	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 020 m	
P357208	CDLI Literary 000351, ex. 128	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 020 v	
P357176	CDLI Literary 000351, ex. 129	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 020 x	
P357179	CDLI Literary 000351, ex. 130	British Museum, London, UK	Neo-Babylonian (ca. 626-539 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 020 z	
P357126	CDLI Literary 000351, ex. 131	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 021 g1	
P424848	CDLI Literary 000351, ex. 132	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 021 h1	
P357207	CDLI Literary 000351, ex. 133	British Museum, London, UK	Old Babylonian (ca. 1900-1600 BC)	uncertain (mod. uncertain)	tablet	history	2 (1983) 021 i1	
P357086	CDLI Literary 000351, ex. 134	British Museum, London, UK	Neo-Assyrian (ca. 911-612 BC)	Nineveh (mod. Kuyunjik)	tablet	history	2 (1983) 021 j1	
