id_text	acc	bit	cmt	desc	exc	feat	func	gods	lang	mre	mus	per	pid	pri	pro	pub	ritu	subs	tid	xid
P258866		ii 2'-iii 7'				Features divine dialogue, priestly legitimation and oath by heaven and the underworld	Directed against the evil udug	Asalluḫi, Enki	Sumerian	Geller 1985 796-832 F	CBS 01532	Old Babylonian		PBS 1/2, 128	prov. unclear	Geller, UDUG-HUL, p. 18; PBS 1/2 128, pp. 48-53		Subscript: ka-inim-ma udug-ḫul-a-[kam] (for the evil udug)	1	GC 173
P258866		iii 8'-iii 22'					Directed against the evil udug	None	Sumerian	Geller 1985 511-22 F (Römer 1987 pp194-95)	CBS 01532	Old Babylonian		PBS 1/2, 128	prov. unclear	Geller, UDUG-HUL, p. 18; PBS 1/2 128, pp. 48-53		Subscript: ka-inim-ma udug-ḫ[ul-a-kam] (for the evil udug)	2	GC 174
P258866		iii 23'-iv 25'				Features oath by heaven and the underworld	Directed against the evil udug	None	Sumerian	Geller 1985 523-48 F	CBS 01532	Old Babylonian		PBS 1/2, 128	prov. unclear	Geller, UDUG-HUL, p. 18; PBS 1/2 128, pp. 48-53			3	GC 175
P258866		v 1'-v 25'				Features priestly legitimation and oath by heaven and the underworld	Directed against the evil udug	Enki	Sumerian	Geller 1985 549-73 F (Römer 1987 p191ff)	CBS 01532	Old Babylonian		PBS 1/2, 128	prov. unclear	Geller, UDUG-HUL, p. 18; PBS 1/2 128, pp. 48-53			4	GC 176
P258866		vi 1'-vi 16'				Features oath by heaven and the underworld	Directed against the evil udug	None	Sumerian	Geller 1985 574-84 F	CBS 01532	Old Babylonian		PBS 1/2, 128	prov. unclear	Geller, UDUG-HUL, p. 18; PBS 1/2 128, pp. 48-53			5	GC 177
P125405							Function uncertain		Sumerian	Unedited	CBS 01636	Ur III		PBS 1/2, 132	Nippur	P. Michalowski, QuadSem. 18 (1992) 323 cites as Ur III incantation			1	GC 178
P127746		1-10					Directed against snakes	Ninazu	Sumerian	van Dijk 1969 text A		Ur III		RA 23 p42	prov. unclear	OECT 5, 20; P. Michalowski, QuadSem. 18 (1992) 323 cites as incantation, possibly Ur III, probably OB		Subscript: ka-inim-ma muš-dab5-bé-da-kam (for seizing a snake)	1	GC 179
P127746		11-19				Features divine dialogue	Directed against snakes	Asalluḫi, Enki	Sumerian	Jestin 1947 no 1b		Ur III		RA 23 p42	prov. unclear	OECT 5, 20; P. Michalowski, QuadSem. 18 (1992) 323 cites as incantation, possibly Ur III, probably OB		Subscript: ka-inim-ma muš-dab5-bé-da-kam (for seizing a snake)	2	GC 180
P355899		1-6					Directed against scorpions	None	Sumerian	See Nougayrol 1972 no 4 1-6	AO 07682	Old Babylonian		RA 66 p141,  AO 7682	prov. unclear				1	GC 181
P345407		obv				Features divine dialogue	Directed against the galla	Asalluḫi, Enki	Sumerian	See Geller pp112-17	AO 06725	Old Babylonian		TCL 16, 63	prov. unclear			Subscript: [k]a-inim-⌈ma⌉ u[dug-ḫul-kam] (for the evil udug)	1	GC 182
P345407		rev				Features divine oath	Directed against dogs	Enlil, Utu	Sumerian	Unedited	AO 06725	Old Babylonian		TCL 16, 63	prov. unclear			Subscript: ka-inim-ma ⌈ur⌉-gi7-ra-kam (for a dog)	2	GC 183
P345433							Directed against the evil eye	Asalluḫi	Sumerian	Thomsen 1992 no 4 (see also Cavigneaux and Al-Rawi 1993b pp175 and 195ff)	AO 08895	Old Babylonian		TCL 16, 89	prov. unclear				1	GC 184
P223434		obv					Directed against the evil udug	None (but text is broken)	Sumerian	Geller 1985 358-76 L	IM 021180,01	Old Babylonian		TIM 9, 62	prov. unclear				1	GC 185
P223434		rev					Directed against snakes	Asalluḫi	Sumerian	See van Dijk 1985 p1 note 5	IM 021180,01	Old Babylonian		TIM 9, 62	prov. unclear			Subscript: ka-inim-ma m[uš…] (for […] a snake)	2	GC 186
P223432		1'-5'				Features divine oath and oath by heaven and the underworld	Directed against Lamaštu	Asalluḫi, Enlil	Sumerian	Tonietti 1979 text A 1'-5'	IM 021180,y	Old Babylonian		TIM 9, 63	prov. unclear			Subscript: ka-inim-ma D◊M.ME (for Lamaštu)	1	GC 187
P223432		6'-16'				Features divine oath and oath by heaven and the underworld	Directed against Lamaštu	An, Enki, Enlil, seven heavens, seven underworlds	Sumerian	Tonietti 1979 text A 6'-16' (see also Cavigneaux and Al-Rawi 1994 p74ff)	IM 021180,y	Old Babylonian		TIM 9, 63	prov. unclear			Subscript: ka-inim-ma D◊M.ME (for Lamaštu)	2	GC 188
P223432		17'-46'				Features divine oath and oath by heaven and the underworld	Directed against Lamaštu	Enlil, Ninurta	Sumerian	Tonietti 1979 texts A 17'-46', B	IM 021180,y	Old Babylonian		TIM 9, 63	prov. unclear				3	GC 189a
P345836						Features divine oath and oath by heaven and the underworld	Directed against Lamaštu	Enlil, Ninurta	Sumerian	Tonietti 1979 texts A 17'-46', B	Ashm 1932-421	Old Babylonian		OECT 5, 55	prov. unclear				1	GC 189b
P223429							Function uncertain	Asalluḫi	Sumerian	See van Dijk 1985 no 77 16-26	IM 018237	Old Babylonian		TIM 9, 64	prov. unclear				1	GC 190a
P310429		16-26					Function uncertain	Asalluḫi	Sumerian	See van Dijk 1985 no 77 16-26	YBC 09898	Old Babylonian		YOS 11, 77	prov. unclear				1	GC 190b
P223405						Features priestly legitimation and oath by heaven and the underworld	Directed against the evil udug	Asalluḫi, Ḫendursag	Sumerian	Unedited	IM 011087,x	Old Babylonian		TIM 9, 68	prov. unclear			Subscript: ka-inim-ma udu[g-ḫul-a-kam] (for the evil udug)	1	GC 191
P223427		1-9					Consecration	Enki	Sumerian	Unedited	IM 014044	Old Babylonian		TIM 9, 70	prov. unclear				1	GC 192
P223427		10-18					Consecration	Kusu	Sumerian	Unedited	IM 014044	Old Babylonian		TIM 9, 70	prov. unclear				2	GC 193
P223433		obv				Features priestly legitimation and oath by heaven and the underworld	Directed against the evil udug	Enki, Ḫendursag	Sumerian	Unedited	IM 021180,z	Old Babylonian		TIM 9, 74	prov. unclear			Subscript: [ka]-inim-ma níg-sila-du-du	1	GC 194
P223433		rev				Features priestly legitimation and oath by heaven and the underworld	Directed against the evil udug	None (but text is broken)	Sumerian	Unedited	IM 021180,z	Old Babylonian		TIM 9, 74	prov. unclear			Subscript: ka-inim-ma [níg-sila]-du-du	2	GC 195
P223428							Function uncertain	Asalluḫi	Sumerian	Unedited	IM 014046	Old Babylonian		TIM 9, 76	prov. unclear			Subscript: ka-inim-ma k[a-lú-ùlu] (for the mouth of man)	1	GC 196
P342905						Features divine dialogue	Directed against the galla	Asalluḫi, Enki, Utu	Sumerian	Geller 1985 467a-510 G	VAT 01343	Old Babylonian		VS 2 97+VS 2 100+VS 10 185+  VS 10 186	prov. unclear			Subscript: ka-inim-ma udu-ḫul-la-a-ke4 (for the evil udug)		GC 197
P342906		1'-16'				Features divine dialogue	Directed against eye-illness	Asalluḫi, Enki	Sumerian	See Falkenstein 1931 p44	VAT 01413	Old Babylonian		VS 2, 98	prov. unclear			Subscript: [ka-in]im-ma igi-gi[g-kam] (for the ill eye)	1	GC 198
P342906		17'-rev 3'							Sumerian	Unedited fragment	VAT 01413	Old Babylonian		VS 2, 98	prov. unclear				2	GC 199
P342992									Sumerian	Unedited fragment	VAT 01549 +	Old Babylonian		VS 10, 184	prov. unclear				1	GC 200
P342995		i' 1'-17'							Sumerian	Unedited fragment	VAT 06514	Old Babylonian		VS 10, 187	prov. unclear				1	GC 201
P342995		ii' 1'-10'				Features praise of water as divine purifier	Consecration	Enki	Sumerian	See Falkenstein 1931 p77	VAT 06514	Old Babylonian		VS 10, 187	prov. unclear			Subscript: ka-inim-ma a-kar-sa10-sa10-da-kam (for drawing the water of the quay)	2	GC 202
P342995		ii' 11'-19'				Features praise of quay as divine purifier	Consecration; more specifically, possibly used for opening the mouths of divine statues	Enki	Sumerian	Jacobsen 1987 p32 note 28	VAT 06514	Old Babylonian		VS 10, 187	prov. unclear				3	GC 203
P342995		iii' 1'-10'							Sumerian	Unedited fragment	VAT 06514	Old Babylonian		VS 10, 187	prov. unclear				4	GC 204
P342996		i' 1'-11'							Sumerian	Unedited fragment	VAT 06561	Old Babylonian		VS 10, 188	prov. unclear				1	GC 205
P342996		i' 12'-ii' 10'							Sumerian	Unedited fragment	VAT 06561	Old Babylonian		VS 10, 188	prov. unclear				2	GC 206
P342996		ii' 11'-15'							Sumerian	Unedited fragment	VAT 06561	Old Babylonian		VS 10, 188	prov. unclear				3	GC 207
P342998						Features praise of cornel	Consecration	Ninurta	Sumerian	Wiggermann 1992 pp82-83	VAT 01460	Old Babylonian		VS 10, 192	prov. unclear			Subscript (208b): ka-inim-ma giš-ma-nu-kam (for the cornel)	1	GC 208a
P343038						Features praise of cornel	Consecration	Ninurta	Sumerian	Wiggermann 1992 pp82-83	VAT 01284	Old Babylonian		VS 17, 18	prov. unclear			Subscript (208b): ka-inim-ma giš-ma-nu-kam (for the cornel)	1	GC 208b
P343007						Features divine dialogue	Directed against the asag	Asalluḫi, Enki	Sumerian	See Falkenstein 1931 p45	VAT 06819	Old Babylonian		VS 10, 202	prov. unclear				1	GC 209a
P343008						Features divine dialogue	Directed against the asag	Asalluḫi, Enki	Sumerian	See Falkenstein 1931 p45	VAT 06807	Old Babylonian		VS 10, 203	prov. unclear				1	GC 209b
P343022		i 1'-ii 19'				Features divine dialogue	Possibly directed against eclipse	Asalluḫi, Enki	Sumerian	See van Dijk 1971b p10 no 1	VAT 08519	Old Babylonian		VS 17, 1	prov. unclear				1	GC 210
P343022		ii 20'-iv 12				Features divine oath and oath by heaven and the underworld	Directed against snakes	Asalluḫi, Enki, Nanše, Ningirim	Sumerian	See Veldhuis 1992 no 1.1	VAT 08519	Old Babylonian		VS 17, 1	prov. unclear				2	GC 211
P343022		iv 13-17					Possibly directed against zé-illness (bile)	None	Sumerian	See van Dijk 1971b p10 no 1	VAT 08519	Old Babylonian		VS 17, 1	prov. unclear				3	GC 212
P343022		iv 18-35					Directed against snakes	None (but text is broken)	Sumerian	Unedited	VAT 08519	Old Babylonian		VS 17, 1	prov. unclear				4	GC 213
P343022		iv 36-43					Directed against snakes	None (but text is broken)	Sumerian	Unedited	VAT 08519	Old Babylonian		VS 17, 1	prov. unclear				5	GC 214
P343023							Directed against snakes	None	Sumerian	See van Dijk 1971b p10 no 2	VAT 08342	Old Babylonian		VS 17, 2	prov. unclear			Subscript: [ka]-inim-ma muš-a-kam (for a snake)	1	GC 215
P343024							Directed against snakes		Sumerian	Unedited	VAT 08361	Old Babylonian		VS 17, 3	prov. unclear			Subscript: ka-inim-&lt;ma&gt; muš-dab5-bé-da-kam (for seizing a snake)	1	GC 216
P343030		1-8					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma muš-gír-é-a-šub-ba-kam (for a muš-gír falling in the temple)	1	GC 217
P343030		9-15				Features priestly legitimation	Directed against scorpions	Nammu	Sumerian	van Dijk 1985 no 5 23-26	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript (218b): ka-inim-ma gír-tab-a-kam (for a scorpion)	2	GC 218a
P343030		117-124				Features priestly legitimation	Directed against scorpions	Nammu	Sumerian	van Dijk 1985 no 5 23-26	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript (218b): ka-inim-ma gír-tab-a-kam (for a scorpion)	3	GC 218b
P305843		23-26				Features priestly legitimation	Directed against scorpions	Nammu	Sumerian	van Dijk 1985 no 5 23-26	YBC 04616	Old Babylonian		YOS 11, 5	prov. unclear	van Dijk, CRRAI 25, 100f (partial T, Tr); cf Goetze, JCS 11, 1957, 82(cited as No26)		Subscript (218b): ka-inim-ma gír-tab-a-kam (for a scorpion)	1	GC 218c
P343030		16-20					Directed against scorpions	Enki	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-[dab5-b]é-da-kam (for seizing a scorpion)	4	GC 219
P343030		21-24					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: [k]a-inim-ma gír-tab-a-kam (for a scorpion)	5	GC 220
P343030		25-31					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-⌈dab-bé-da⌉-kam (for seizing a scorpion)	6	GC 221
P343030		32-35					Directed against scorpions	None	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-ba-⌈x-x⌉-kam (for x-x a scorpion)	7	GC 222
P343030		36-45					Directed against scorpions	Enki	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-dab5-bé-da-kam (for seizing a scorpion)	8	GC 223
P343030		46-50					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-a-kam (for a scorpion)	9	GC 224
P343030		51-53					Directed against scorpions	None	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear				10	GC 225
P343030		54-63					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma […]	11	GC 226
P343030		64-69					Directed against scorpions	Asalluḫi	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-a-kam (for a scorpion)	12	GC 227
P343030		70-72					Directed against scorpions	None	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-til-le-da-kam (for recovering from a scorpion)	13	GC 228
P343030		73-80					Directed against scorpions	Asalluḫi	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-dab5-bé-da-kam (for seizing a scorpion)	14	GC 229
P343030		81-86					Directed against scorpions	None	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-a-kam (for a scorpion)	15	GC 230
P343030		87-90					Directed against scorpions	Enki	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-dab5-bé-da-kam (for seizing a scorpion)	16	GC 231
P343030		91-93					Directed against scorpions	None	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-dab5-bé-da-kam (for seizing a scorpion)	17	GC 232
P343030		94-104					Directed against scorpions	None (but text is broken)	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear				18	GC 233
P343030		105-116					Directed against scorpions	Asalluḫi, Enki	Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma g[ír…] (for […] a scorpion)	19	GC 234
P343030		125-131					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-tab-a-[kam] (for a scorpion)	20	GC 235
P343030		132-137					Directed against scorpions		Sumerian	Unedited	VAT 08379	Old Babylonian		VS 17, 10	prov. unclear			Subscript: ka-inim-ma gír-⌈tab⌉-[…] (for […] a scorpion)	21	GC 236
P343031						Features divine dialogue	Directed against illness	Asalluḫi, Enki	Sumerian	Unedited	VAT 08356	Old Babylonian		VS 17, 11	prov. unclear			Subscript: ka-inim-ma mušen-a-kam (for a bird)	1	GC 237
P343032							Directed against illness	None	Sumerian	Owen 1981-82 pp42-43	VAT 08341	Old Babylonian		VS 17, 12	prov. unclear				1	GC 238
P343033						Features praise of water as divine purifier	Consecration	Enki, Ningirim	Sumerian	See Krebernik 1984 p83 and Charpin 1986 p389	VAT 08348	Old Babylonian		VS 17, 13	prov. unclear			Subscript: ka-inim-ma a-sikil-la-kam (for the pure water)	1	GC 239
P343034						Features praise of water as divine purifier	Consecration	Asalluḫi, Enki	Sumerian	See Conti 1988 pp118-19	VAT 08403	Old Babylonian		VS 17, 14	prov. unclear			Subscript: ka-inim-ma a-sa10-sa10-d[a-kam] (for drawing the water)	1	GC 240
P343035						Features praise of water as divine purifier	Consecration	Enki	Sumerian	Conti 1988 p116ff	VAT 08340	Old Babylonian		VS 17, 15	prov. unclear			Subscript: ka-inim-ma a-gúb-ba-kam (for the lustration water)	1	GC 241
P343036						Features praise of reed as divine purifier	Consecration	Asalluḫi, Enki, Nammu, Ningirim	Sumerian	Unedited	VAT 08358	Old Babylonian		VS 17, 16	prov. unclear			Subscript: ka-inim-ma gi-šul-ḫi-a-gúb-ba-kam (for the reed and lustration water)	1	GC 242
P343037						Features praise of reed as divine purifier	Consecration	Asalluḫi, Enki	Sumerian	Unedited	VAT 08352	Old Babylonian		VS 17, 17	prov. unclear			Subscript: ka-inim-ma gi-šul-ḫi-a-gúb-ba-k[am] (for the reed and lustration water)	1	GC 243
P343039						Features praise of torch as divine purifier	Consecration	Enki	Sumerian	Unedited	VAT 08532	Old Babylonian		VS 17, 19	prov. unclear			Subscript: ka-inim-ma gi-izi-lá-kam (for the reed-torch)	1	GC 244
P343041							Possibly love-related		Sumerian	Unedited	VAT 08350	Old Babylonian		VS 17, 21	prov. unclear			Subscript: ka-inim-ma ⌈NE⌉-šà-g[a-kam]	1	GC 245
P343043						Features divine dialogue	Directed against zé-illness (bile)	Asalluḫi, Enki	Sumerian	See Alster 1972 p352	VAT 08347	Old Babylonian		VS 17, 24	prov. unclear			Subscript: ka-inim-ma zé-kam (for zé)	1	GC 246
P343044							Directed against zé-illness (bile)	Enki	Sumerian	Alster 1972 text C	VAT 08545	Old Babylonian		VS 17, 25	prov. unclear			Subscript: ka-inim-ma zé-a-⌈kam⌉ (for zé)	1	GC 247
P343046							Directed against bone-illness	None	Sumerian	Unedited	VAT 08349	Old Babylonian		VS 17, 27	prov. unclear			Subscript: ka-inim-ma gìr-PAD.DU-kam (for the bones)	1	GC 248
P343047						Features divine dialogue	Directed against a curse	Asalluḫi, Enki	Sumerian	See van Dijk 1967 p263	VAT 08395	Old Babylonian		VS 17, 28	prov. unclear			Subscript: ka-inim-ma nam-kud-lugal-búr-⌈ru-da⌉-kam (for undoing a curse on a king)	1	GC 249
P343048							Directed against lung-illness	Asalluḫi, Enki	Sumerian	See Cavigneaux and Al-Rawi 1995 p37	VAT 08357	Old Babylonian		VS 17, 29	prov. unclear			Subscript: ka-inim-ma mur-búr-da-kam (for releasing the lung)	1	GC 250
P343049						Possibly features priestly legitimation	Function uncertain	Asalluḫi, Damgalnunna, Enki, Nammu	Sumerian	Unedited	VAT 08358	Old Babylonian		VS 17, 30	prov. unclear			Subscript: ka-inim-ma	1	GC 251
P343050							Directed against witchcraft	Ningirim	Sumerian	Unedited	VAT 08360	Old Babylonian		VS 17, 31	prov. unclear			Subscript: ka-inim-ma uš11-búr-ru-da-kam (for undoing witchcraft)	1	GC 252
P343051		1-20					Directed against illness	Asalluḫi	Sumerian	See van Dijk 1971b p11 no 32 (van Dijk 1971a pp470-71)	VAT 08509	Old Babylonian		VS 17, 32	prov. unclear			Subscript: uḫ-ud-dè su-lú-ka (for the (unclear) in the body of a man)	1	GC 253
P343051		21-36					Directed against illness	Enki	Sumerian	See van Dijk 1971b p11 no 32	VAT 08509	Old Babylonian		VS 17, 32	prov. unclear			Subscript: ka-inim-ma nam-nu-dùg (for unwholesomeness)	2	GC 254
P343051		37-43					Function uncertain		Sumerian	Unedited	VAT 08509	Old Babylonian		VS 17, 32	prov. unclear				3	GC 255
P343051		44-65					Possibly agricultural and directed against animal-illness		Sumerian	See van Dijk 1971b p11 no 32	VAT 08509	Old Babylonian		VS 17, 32	prov. unclear				4	GC 256
P309473						Features divine oath and oath by heaven and the underworld	Directed against snakes	Enki	Sumerian	See Veldhuis 1992 p34 note 1	YBC 08637	Old Babylonian		YOS 11, 30	prov. unclear			Subscript: ka-inim-ma muš-gur-ru-da-k[am] (for a returning (or biting) snake)	1	GC 257
P306696							Directed against snakes	Asalluḫi	Sumerian	Unedited	YBC 05629	Old Babylonian		YOS 11, 31	prov. unclear			Subscript: ka-inim-ma muš-a-kam (for a snake)	1	GC 258
P309476							Directed against snakes	Ninazu, Ningirim	Sumerian	van Dijk 1969 text C	YBC 08640	Old Babylonian		YOS 11, 32	prov. unclear	van Dijk, Or 38, 1969, 539-47 (T, Tr)		Subscript: ka-[inim-ma…]	1	GC 259
P306690							Directed against snakes	None	Sumerian	See van Dijk 1985 no 33	YBC 05623	Old Babylonian		YOS 11, 33	prov. unclear			Subscript: [ka-inim-ma] ⌈muš-dab5⌉-[ba]-kam (for seizing a snake)	1	GC 260
P304424							Directed against snakes	Ninazu	Sumerian	van Dijk 1969 text B	YBC 01849	Old Babylonian		YOS 11, 34	prov. unclear			Subscript: ka-inim-&lt;ma&gt; muš-dab-bé-da-kam (for seizing a snake)	1	GC 261
P310523							Possibly directed against the worm	Enlil	Sumerian	See van Dijk 1985 no 36	YBC 10233	Old Babylonian		YOS 11, 36	prov. unclear			Subscript: ka-inim-ma ka-muš-[…] (for […] the worm; however, could be restored ka-muš-[ì-kú-e], the extinguisher, an illness and epithet of Lamaštu)	1	GC 262
P305493							Military	Enki	Sumerian	van Dijk 1973a (Römer 1987 p169ff)	YBC 04184	Old Babylonian		YOS 11, 42	prov. unclear	Van Dijk, FsBoehl 107-17 (T, Tr)		Subscript: ka-inim-ma lugal-erín-a-ni-sikil-la-kam (for the king purifying his army)	1	GC 263
P310423						Features divine dialogue	Possibly directed against evil daimons	Asalluḫi, Enki	Sumerian	See van Dijk 1985 no 43	YBC 09891	Old Babylonian		YOS 11, 43	prov. unclear			Subscript: ka-inim-ma a-gúb-ba-k[am] (for the lustration water)		GC 264
P306706						Features praise of water as divine purifier	Consecration	None	Sumerian	van Dijk 1985 no 44	YBC 05639	Old Babylonian		YOS 11, 44	prov. unclear			Subscript: ka-inim-ma a-gúb-ba-kam (for the lustration water)	1	GC 265
P311289						Features praise of perfume as divine purifier in connection with the lustration water	Consecration	None (but text is broken)	Sumerian	See van Dijk 1985 no 45	YBC 11010	Old Babylonian		YOS 11, 45	prov. unclear				1	GC 266
P306689						Features praise of water as divine purifier	Consecration	Asalluḫi, Enki	Sumerian	van Dijk 1985 no 46	YBC 05622	Old Babylonian		YOS 11, 46	prov. unclear			Subscript: ka-inim-ma a-gúb-ba bur-zi šú-šú-ba (for pouring the lustration water into the burzi-vessel)	1	GC 267
P306701						Features praise of water as divine purifier	Consecration	Gula	Sumerian	See van Dijk 1985 no 47	YBC 05634	Old Babylonian		YOS 11, 47	prov. unclear			Subscript: ka-inim-ma a-gúb-ba-níg-na-a-k[am] (for the lustration water and censer)	1	GC 268
P307790						Features praise of water as divine purifier	Consecration	Asalluḫi, Enki	Sumerian	Conti 1988 p124ff	YBC 06774	Old Babylonian		YOS 11, 48	prov. unclear			Subscript: ka-inim-ma a-gúb-ba-kam (for the lustration water)	1	GC 269
P308615		1-8				Features praise of censer as divine purifier	Consecration	Enki	Sumerian	See van Dijk 1985 no 49 1-8	YBC 07689	Old Babylonian		YOS 11, 49	prov. unclear				1	GC 270
P308615		9-14				Features praise of censer as divine purifier	Consecration	Enki	Sumerian	Unedited	YBC 07689	Old Babylonian		YOS 11, 49	prov. unclear				2	GC 271
P308615		15-24				Features praise of censer as divine purifier	Consecration	Enki	Sumerian	van Dijk 1985 no 49 15-24	YBC 07689	Old Babylonian		YOS 11, 49	prov. unclear				3	GC 272
P306702							Consecration	None	Sumerian	See van Dijk 1985 no 51	YBC 05635	Old Babylonian		YOS 11, 51	prov. unclear			Subscript: ka-inim-ma an-zú-lum-ma-kam (for the date-cluster)	1	GC 273
P307377							Consecration	Enki	Sumerian	See van Dijk 1985 no 54	YBC 06343	Old Babylonian		YOS 11, 54	prov. unclear			Subscript: ka-inim-ma bára-gal-a-kam (for the great throne)	1	GC 274
P306695						Features praise of incense as divine purifier	Consecration	Enki	Sumerian	See van Dijk 1985 no 56	YBC 05628	Old Babylonian		YOS 11, 56	prov. unclear			Subscript: ka-inim-ma giš-erin-kud-a-kam (for tapping the cedar)	1	GC 275
P296522		1-10					Consecration	Enki	Sumerian	See van Dijk 1985 no 57 1-10	MLC 01871	Old Babylonian		YOS 11, 57	prov. unclear			Subscript: ka-inim-ma dug-dúr-bùr (for the fermenting vat)	1	GC 276
P296522		11-15					Possibly directed against the evil mouth	None (but text is broken)	Sumerian	van Dijk 1972 p342	MLC 01871	Old Babylonian		YOS 11, 57	prov. unclear				2	GC 277
P304404						Features praise of torch as divine purifier	Consecration	Asalluḫi	Sumerian	See van Dijk 1985 no 59 and Conti 1988 p121	YBC 01828	Old Babylonian		YOS 11, 59	prov. unclear			Subscript: ka-inim-ma gi-izi-lá-kam (for the reed-torch)	1	GC 278
P305491							Purification	Enki, Nammu	Sumerian	See van Dijk 1985 no 61	YBC 04182	Old Babylonian		YOS 11, 61	prov. unclear			Subscript: ka-inim-ma KAM-KAM-lugal-sikil-la-kam (for the (unclear) purifying the king)	1	GC 279
P310421									Sumerian	Unedited fragment	YBC 09889	Old Babylonian		YOS 11, 62	prov. unclear				1	GC 280
P299350							Possibly directed against bad dreams	Enki, Ningirim	Sumerian	See van Dijk 1985 no 63	NBC 07893	Old Babylonian		YOS 11, 63	prov. unclear			Subscript: gi6-šè-da-kam (for appeasing the night)	1	GC 281
P292646		1-13					Directed against evil daimons	Enlil, seven heavens	Sumerian	Cavigneaux and Al-Rawi 1994 p79ff	NBC 03830	Old Babylonian		YOS 11, 66	prov. unclear				1	GC 282
P292646		14-27					Possibly directed against evil daimons		Sumerian	See Cavigneaux and Al-Rawi 1994 p79ff	NBC 03830	Old Babylonian		YOS 11, 66	prov. unclear				2	GC 283
P295433		obv					Possibly directed against evil daimons	Enki, Enlil	Sumerian	See Cavigneaux and Al-Rawi 1994 pp81-82	MLC 00640	Old Babylonian		YOS 11, 67	prov. unclear				1	GC 284
P295433		rev					Directed against evil daimons	Seven heavens, seven underworlds	Sumerian	See Cavigneaux and Al-Rawi 1994 pp81-82	MLC 00640	Old Babylonian		YOS 11, 67	prov. unclear				2	GC 285
P309368		obv					Function uncertain	Gula	Sumerian	Unedited	YBC 08505 	Old Babylonian		YOS 11, 68	prov. unclear				1	GC 286a
P309368		rev					Function uncertain	Gula	Sumerian	Unedited	YBC 08505 	Old Babylonian		YOS 11, 68	prov. unclear				2	GC 286b
P305829		obv				Features divine dialogue	Agricultural: directed against rodents	Asalluḫi, Enki	Sumerian	See van Dijk 1985 no 69 obv	YBC 04594	Old Babylonian		YOS 11, 69	prov. unclear				1	GC 287
P305829		rev 1'-7'					Agricultural	Asalluḫi, Enki	Sumerian	See van Dijk 1985 no 69 rev 1'-7'	YBC 04594	Old Babylonian			prov. unclear		(Followed by Akkadian instructions for ritual)	Subscript: ka-inim-ma uga-mušen-dab5-ba (for seizing a raven)	2	GC 288
P305846		i 1'-14'				Features divine dialogue	Directed against the evil eye	Asalluḫi, Enki	Sumerian	Thomsen 1992 no 1	YBC 04622	Old Babylonian		YOS 11, 70	prov. unclear	Thomsen, JNES 51, 1992, 28ff (partial T, Tr)		Subscript: ka-inim-ma igi-ḫul-kam (for the evil eye)	1	GC 289
P305846		i 15'-23'				Features divine dialogue	Directed against the evil eye	Asalluḫi, Enki	Sumerian	Thomsen 1992 nos 2B, 2A	YBC 04622	Old Babylonian		YOS 11, 70	prov. unclear	Thomsen, JNES 51, 1992, 28ff (partial T, Tr)		Subscript: ka-inim-ma igi-ḫul-kam (for the evil eye)	2	GC 290a
